ID_Producto,Codigo_Producto,Nombre_Producto,Categoria,Subcategoria,Color,Talla,Peso_Libras,Unidad_Medida,Linea_Producto,Clase_Producto,Estilo,Costo_Estandar,Precio_Lista,Margen_Bruto_$,Margen_Bruto_%,Stock_Actual,Valor_Inventario_Costo,Valor_Inventario_Precio_Lista,Ubicaciones_Disponibles,Estado_Inventario,Tipo_Adquisicion,Dias_Fabricacion,Punto_Reorden,Stock_Seguridad,Total_Ordenes_Historicas,Unidades_Vendidas_Historicas,Precio_Promedio_Vendido,Precio_Minimo_Vendido,Precio_Maximo_Vendido,Ingresos_Totales_Historicos,Descuento_Promedio_Historico_%,Descuento_Maximo_Historico_%,Descuento_Minimo_Sugerido_%,Descuento_Maximo_Sugerido_%,Indice_Rotacion,Dias_Desde_Ultima_Venta,Fecha_Inicio_Venta,Fecha_Fin_Venta,Fecha_Descontinuado,Primera_Venta_Real,Ultima_Venta_Real,Clasificacion_Ventas,Clasificacion_Margen,Precio_Con_Descuento_Minimo,Precio_Con_Descuento_Maximo,Rentabilidad_Unitaria_Min,Rentabilidad_Unitaria_Max,Potencial_Ingresos_Stock_Actual,Score_Prioridad_Venta
718,FR-R92R-44,"HL Road Frame - Red, 44",Components,Road Frames,Red,44,2.12,Centimeter,R ,H ,U ,868.6342,1431.5,562.87,39.32,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,118,261,844.34,780.82,858.9,220112.65,0.0,0.0,11.8,27.52,0,4202.0,2011-05-31,,,2013-02-28,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,1262.58,1037.55,393.95,168.92,0.0,3.59
717,FR-R92R-62,"HL Road Frame - Red, 62",Components,Road Frames,Red,62,2.3,Centimeter,R ,H ,U ,868.6342,1431.5,562.87,39.32,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,120,260,844.59,780.82,858.9,219253.75,0.0,0.0,11.8,27.52,0,4202.0,2011-05-31,,,2013-02-28,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,1262.58,1037.55,393.95,168.92,0.0,3.59
982,BK-M38S-42,"Mountain-400-W Silver, 42",Bikes,Mountain Bikes,Silver,42,27.13,Centimeter,M ,M ,W ,419.7784,769.49,349.71,45.44,154,64645.87,118501.46,2,Stock_Medio,Fabricado_Interno,4,75,100,231,385,633.58,461.69,769.49,217457.87,0.0,0.0,13.63,31.81,2,4174.0,2013-05-30,,,2013-05-30,2014-05-29,Estrella,Margen_Medio,664.61,524.72,244.83,104.94,118501.46,11.79
959,BK-T18U-58,"Touring-3000 Blue, 58",Bikes,Touring Bikes,Blue,58,29.9,Centimeter,T ,L ,U ,461.4448,742.35,280.91,37.83,204,94134.74,151439.4,2,Stock_Alto,Fabricado_Interno,4,75,100,239,482,495.26,334.06,742.35,210946.18,2.82,15.0,11.35,26.48,2,4174.0,2013-05-30,,,2013-05-30,2014-05-29,Estrella,Margen_Medio,658.09,545.78,196.65,84.34,151439.4,9.61
963,BK-T18Y-54,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,Yellow,54,29.42,Centimeter,T ,L ,U ,461.4448,742.35,280.91,37.83,162,74754.06,120260.7,2,Stock_Medio,Fabricado_Interno,4,75,100,227,453,486.12,334.06,742.35,196809.98,2.97,15.0,11.35,26.48,2,4192.0,2013-05-30,,,2013-05-30,2014-05-11,Estrella,Margen_Medio,658.09,545.78,196.65,84.34,120260.7,9.49
904,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,Silver,40,2.77,Centimeter,M ,M ,W ,199.3757,364.09,164.71,45.23,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,253,899,218.34,211.17,218.45,195826.39,0.03,2.0,13.57,31.66,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,314.68,248.82,115.3,49.44,0.0,5.36
822,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,38,2.18,Centimeter,R ,M ,W ,360.9428,594.83,233.89,39.32,796,287310.47,473484.68,6,Stock_Alto,Fabricado_Interno,2,375,500,234,560,348.3,324.45,356.9,194639.19,0.0,0.0,11.8,27.52,0,4202.0,2012-05-30,,,2013-01-28,2014-05-01,Estrella,Margen_Medio,524.64,431.13,163.7,70.19,473484.68,5.18
836,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,48,2.34,Centimeter,R ,M ,W ,360.9428,594.83,233.89,39.32,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,225,556,348.25,324.45,356.9,193244.04,0.0,0.0,11.8,27.52,0,4202.0,2012-05-30,,,2013-01-28,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,524.64,431.13,163.7,70.19,0.0,3.59
988,BK-M18S-52,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,Silver,52,28.68,Centimeter,M ,L ,U ,308.2179,564.99,256.77,45.44,194,59794.27,109608.06,2,Stock_Medio,Fabricado_Interno,4,75,100,236,515,348.57,113.0,564.99,161293.35,6.44,40.0,13.63,31.81,2,4176.0,2013-05-30,,,2013-05-30,2014-05-27,Estrella,Margen_Medio,487.98,385.27,179.76,77.05,109608.06,11.87
992,BK-M18B-48,"Mountain-500 Black, 48",Bikes,Mountain Bikes,Black,48,28.42,Centimeter,M ,L ,U ,294.5797,539.99,245.41,45.44,164,48311.07,88558.36,2,Stock_Medio,Fabricado_Interno,4,75,100,232,449,376.13,323.99,539.99,157569.08,0.0,0.0,13.63,31.81,2,4175.0,2013-05-30,,,2013-05-30,2014-05-28,Estrella,Margen_Medio,466.39,368.22,171.81,73.64,88558.36,11.81
864,VE-C304-S,"Classic Vest, S",Clothing,Vests,Blue,S,,,S ,,U ,23.749,63.5,39.75,62.6,180,4274.82,11430.0,1,Stock_Medio,Comprado_Externo,0,3,4,682,4247,43.87,31.75,63.5,156398.07,0.77,10.0,18.78,43.82,23,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,51.57,35.67,27.82,11.92,11430.0,80.06
738,FR-R38B-52,"LL Road Frame - Black, 52",Components,Road Frames,Black,52,2.4,Centimeter,R ,L ,U ,204.6251,337.22,132.59,39.31,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,286,774,197.76,183.94,202.33,152887.25,0.02,2.0,11.79,27.52,0,4202.0,2011-05-31,,,2013-01-28,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,297.46,244.42,92.83,39.79,0.0,3.59
951,CS-9183,HL Crankset,Components,Cranksets,Black,,575.0,,,H ,,179.8156,404.99,225.17,55.59,923,165969.8,373805.77,3,Stock_Alto,Fabricado_Interno,1,375,500,219,613,242.92,234.89,242.99,148622.58,0.01,2.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,337.44,247.41,157.62,67.59,373805.77,10.32
739,FR-M94S-42,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,42,2.72,Centimeter,M ,H ,U ,747.2002,1364.5,617.3,45.24,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,86,181,809.18,744.27,818.7,146845.01,0.0,0.0,13.57,31.67,0,4202.0,2011-05-31,,,2013-02-28,2014-05-01,Normal,Margen_Medio,1179.34,932.36,432.14,185.16,0.0,5.37
984,BK-M18S-40,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,40,27.35,Centimeter,M ,L ,U ,308.2179,564.99,256.77,45.44,154,47465.56,87008.46,2,Stock_Medio,Fabricado_Interno,4,75,100,221,450,353.31,113.0,564.99,145089.43,5.61,40.0,13.63,31.81,2,4175.0,2013-05-30,,,2013-05-30,2014-05-28,Estrella,Margen_Medio,487.98,385.27,179.76,77.05,87008.46,11.79
987,BK-M18S-48,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,48,28.42,Centimeter,M ,L ,U ,308.2179,564.99,256.77,45.44,155,47773.77,87573.45,2,Stock_Medio,Fabricado_Interno,4,75,100,228,457,352.87,113.0,564.99,142897.27,6.31,40.0,13.63,31.81,2,4174.0,2013-05-30,,,2013-05-30,2014-05-29,Estrella,Margen_Medio,487.98,385.27,179.76,77.05,87573.45,11.79
985,BK-M18S-42,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,Silver,42,27.77,Centimeter,M ,L ,U ,308.2179,564.99,256.77,45.44,164,50547.74,92658.36,2,Stock_Medio,Fabricado_Interno,4,75,100,221,455,347.17,113.0,564.99,141360.5,6.69,40.0,13.63,31.81,2,4174.0,2013-05-30,,,2013-05-30,2014-05-29,Estrella,Margen_Medio,487.98,385.27,179.76,77.05,92658.36,11.81
867,SH-W890-S,"Women's Mountain Shorts, S",Clothing,Shorts,Black,S,,,M ,,W ,26.1763,69.99,43.81,62.59,216,5654.08,15117.84,1,Stock_Alto,Comprado_Externo,0,3,4,648,3296,54.65,35.0,69.99,137164.13,0.67,10.0,18.78,43.81,15,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,56.85,39.33,30.67,13.15,15117.84,56.12
905,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,Silver,42,2.81,Centimeter,M ,M ,W ,199.3757,364.09,164.71,45.23,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,230,627,218.45,218.45,218.45,136970.66,0.0,0.0,13.57,31.66,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,314.68,248.82,115.3,49.44,0.0,5.36
869,SH-W890-L,"Women's Mountain Shorts, L",Clothing,Shorts,Black,L,,,M ,,W ,26.1763,69.99,43.81,62.59,288,7538.77,20157.12,1,Stock_Alto,Comprado_Externo,0,3,4,707,3244,55.96,31.5,69.99,136774.02,0.57,15.0,18.78,43.81,11,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,56.85,39.33,30.67,13.15,20157.12,44.27
990,BK-M18B-42,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,42,27.77,Centimeter,M ,L ,U ,294.5797,539.99,245.41,45.44,153,45070.69,82618.47,2,Stock_Medio,Fabricado_Interno,4,75,100,195,388,378.27,323.99,539.99,136293.48,0.0,0.0,13.63,31.81,2,4176.0,2013-05-30,,,2013-05-30,2014-05-27,Estrella,Margen_Medio,466.39,368.22,171.81,73.64,82618.47,11.79
960,BK-T18U-62,"Touring-3000 Blue, 62",Bikes,Touring Bikes,Blue,62,30.0,Centimeter,T ,L ,U ,461.4448,742.35,280.91,37.83,159,73369.72,118033.65,2,Stock_Medio,Fabricado_Interno,4,75,100,157,281,550.14,334.06,742.35,135284.01,2.19,15.0,11.35,26.48,1,4178.0,2013-05-30,,,2013-05-30,2014-05-25,Estrella,Margen_Medio,658.09,545.78,196.65,84.34,118033.65,6.51
978,BK-T18U-44,"Touring-3000 Blue, 44",Bikes,Touring Bikes,Blue,44,28.77,Centimeter,T ,L ,U ,461.4448,742.35,280.91,37.83,163,75215.5,121003.05,2,Stock_Medio,Fabricado_Interno,4,75,100,157,292,522.25,334.06,742.35,133365.03,3.15,15.0,11.35,26.48,1,4173.0,2013-05-30,,,2013-05-30,2014-05-30,Estrella,Margen_Medio,658.09,545.78,196.65,84.34,121003.05,6.53
964,BK-T18Y-58,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,Yellow,58,29.79,Centimeter,T ,L ,U ,461.4448,742.35,280.91,37.83,197,90904.63,146242.95,2,Stock_Medio,Fabricado_Interno,4,75,100,159,293,506.57,334.06,742.35,130898.58,3.58,15.0,11.35,26.48,1,4174.0,2013-05-30,,,2013-05-30,2014-05-29,Estrella,Margen_Medio,658.09,545.78,196.65,84.34,146242.95,6.59
884,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,Yellow,XL,,,S ,,U ,41.5723,53.99,12.42,23.0,72,2993.21,3887.28,1,Stock_Medio,Comprado_Externo,0,3,4,904,3864,41.95,27.0,53.99,129145.57,0.39,10.0,6.9,16.1,53,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Alta_Demanda_Bajo_Stock,Margen_Bajo,50.26,45.3,8.69,3.73,3887.28,157.96
711,HL-U509-B,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,,,,S ,,,13.0863,34.99,21.9,62.59,216,2826.64,7557.84,1,Stock_Alto,Comprado_Externo,0,3,4,2611,4864,32.28,15.75,34.99,128596.2,0.2,15.0,18.78,43.81,22,4142.0,2011-05-31,,,2013-01-28,2014-06-30,Estrella,Margen_Alto,28.42,19.66,15.33,6.57,7557.84,77.12
708,HL-U509,"Sport-100 Helmet, Black",Accessories,Helmets,Black,,,,S ,,,13.0863,34.99,21.9,62.59,324,4239.96,11336.76,1,Stock_Alto,Comprado_Externo,0,3,4,2563,4804,32.27,15.75,34.99,126940.27,0.21,15.0,18.78,43.81,14,4142.0,2011-05-31,,,2013-01-28,2014-06-30,Estrella,Margen_Alto,28.42,19.66,15.33,6.57,11336.76,53.34
707,HL-U509-R,"Sport-100 Helmet, Red",Accessories,Helmets,Red,,,,S ,,,13.0863,34.99,21.9,62.59,288,3768.85,10077.12,1,Stock_Alto,Comprado_Externo,0,3,4,2657,4657,32.65,15.75,34.99,126263.88,0.19,15.0,18.78,43.81,16,4142.0,2011-05-31,,,2013-01-28,2014-06-30,Estrella,Margen_Alto,28.42,19.66,15.33,6.57,10077.12,59.27
991,BK-M18B-44,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,44,28.13,Centimeter,M ,L ,U ,294.5797,539.99,245.41,45.44,154,45365.27,83158.46,2,Stock_Medio,Fabricado_Interno,4,75,100,193,350,388.9,323.99,539.99,125925.67,0.0,0.0,13.63,31.81,2,4176.0,2013-05-30,,,2013-05-30,2014-05-27,Estrella,Margen_Medio,466.39,368.22,171.81,73.64,83158.46,11.79
715,LJ-0192-L,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,Multi,L,,,S ,,U ,38.4923,49.99,11.5,23.0,216,8314.34,10797.84,1,Stock_Alto,Comprado_Externo,0,3,4,1046,3935,38.37,26.44,49.99,123614.75,0.21,5.0,6.9,16.1,18,4142.0,2011-05-31,,,2013-01-28,2014-06-30,Estrella,Margen_Bajo,46.54,41.94,8.05,3.45,10797.84,53.25
986,BK-M18S-44,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,44,28.13,Centimeter,M ,L ,U ,308.2179,564.99,256.77,45.44,153,47157.34,86443.47,2,Stock_Medio,Fabricado_Interno,4,75,100,195,381,352.9,113.0,564.99,122512.43,5.53,40.0,13.63,31.81,2,4176.0,2013-05-30,,,2013-05-30,2014-05-27,Estrella,Margen_Medio,487.98,385.27,179.76,77.05,86443.47,11.79
880,HY-1023-70,Hydration Pack - 70 oz.,Accessories,Hydration Packs,Silver,70,,,S ,,,20.5663,54.99,34.42,62.59,108,2221.16,5938.92,1,Stock_Medio,Comprado_Externo,0,3,4,1074,2761,47.95,30.24,54.99,105826.42,0.1,5.0,18.78,43.81,25,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,44.66,30.9,24.09,10.33,5938.92,85.91
989,BK-M18B-40,"Mountain-500 Black, 40",Bikes,Mountain Bikes,Black,40,27.35,Centimeter,M ,L ,U ,294.5797,539.99,245.41,45.44,150,44186.96,80998.5,2,Stock_Medio,Fabricado_Interno,4,75,100,150,282,393.11,323.99,539.99,101734.12,0.0,0.0,13.63,31.81,1,4188.0,2013-05-30,,,2013-05-30,2014-05-15,Estrella,Margen_Medio,466.39,368.22,171.81,73.64,80998.5,8.76
917,FR-M21S-42,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,42,2.92,Centimeter,M ,L ,U ,144.5938,264.05,119.46,45.23,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,224,638,158.31,153.15,158.43,100569.36,0.04,2.0,13.57,31.66,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,228.22,180.45,83.63,35.86,0.0,5.36
883,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,L,,,S ,,U ,41.5723,53.99,12.42,23.0,36,1496.6,1943.64,1,Stock_Bajo,Comprado_Externo,0,3,4,805,2848,42.33,29.69,53.99,98472.72,0.18,5.0,6.9,16.1,79,4144.0,2013-05-30,,,2013-05-30,2014-06-28,Alta_Demanda_Bajo_Stock,Margen_Bajo,50.26,45.3,8.69,3.73,1943.64,235.88
993,BK-M18B-52,"Mountain-500 Black, 52",Bikes,Mountain Bikes,Black,52,28.68,Centimeter,M ,L ,U ,294.5797,539.99,245.41,45.44,153,45070.69,82618.47,2,Stock_Medio,Fabricado_Interno,4,75,100,146,272,384.65,323.99,539.99,96982.2,0.0,0.0,13.63,31.81,1,4177.0,2013-05-30,,,2013-05-30,2014-05-26,Estrella,Margen_Medio,466.39,368.22,171.81,73.64,82618.47,8.78
925,FR-M21B-44,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,44,2.96,Centimeter,M ,L ,U ,136.785,249.79,113.01,45.24,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,227,625,149.85,144.88,149.87,93584.42,0.0,2.0,13.57,31.67,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,215.89,170.68,79.1,33.9,0.0,5.37
865,VE-C304-M,"Classic Vest, M",Clothing,Vests,Blue,M,,,S ,,U ,23.749,63.5,39.75,62.6,216,5129.78,13716.0,1,Stock_Alto,Comprado_Externo,0,3,4,555,2284,47.06,34.93,63.5,90250.6,0.22,5.0,18.78,43.82,10,4143.0,2013-05-30,,,2013-05-30,2014-06-29,Estrella,Margen_Alto,51.57,35.67,27.82,11.92,13716.0,41.13
722,FR-R38B-58,"LL Road Frame - Black, 58",Components,Road Frames,Black,58,2.46,Centimeter,R ,L ,U ,204.6251,337.22,132.59,39.31,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,179,439,196.58,183.94,202.33,86506.13,0.0,0.0,11.79,27.52,0,4202.0,2011-05-31,,,2013-01-28,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,297.46,244.42,92.83,39.79,0.0,3.59
714,LJ-0192-M,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,Multi,M,,,S ,,U ,38.4923,49.99,11.5,23.0,180,6928.61,8998.2,1,Stock_Medio,Comprado_Externo,0,3,4,843,2307,40.32,27.49,49.99,77087.41,0.06,5.0,6.9,16.1,12,4142.0,2011-05-31,,,2013-01-28,2014-06-30,Estrella,Margen_Bajo,46.54,41.94,8.05,3.45,8998.2,35.18
891,FR-T98U-50,"HL Touring Frame - Blue, 50",Components,Touring Frames,Blue,50,3.0,Centimeter,T ,H ,U ,601.7437,1003.91,402.17,40.05,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,58,124,602.35,602.35,602.35,74690.9,0.0,0.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Normal,Margen_Medio,883.24,722.41,281.5,120.67,0.0,3.81
881,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,Yellow,S,,,S ,,U ,41.5723,53.99,12.42,23.0,324,13469.43,17492.76,1,Stock_Alto,Comprado_Externo,0,3,4,717,1955,44.59,29.69,53.99,71606.07,0.06,5.0,6.9,16.1,6,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Bajo,50.26,45.3,8.69,3.73,17492.76,17.46
944,FR-M21S-40,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,Silver,40,2.88,Centimeter,M ,L ,U ,144.5938,264.05,119.46,45.23,682,98612.97,180082.1,6,Stock_Alto,Fabricado_Interno,2,375,500,164,442,158.4,153.15,158.43,69934.28,0.01,2.0,13.57,31.66,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Medio,228.22,180.45,83.63,35.86,180082.1,6.73
886,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Components,Touring Frames,Yellow,62,3.2,Centimeter,T ,L ,U ,199.8519,333.42,133.57,40.06,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,130,348,199.92,183.38,200.05,69127.14,0.03,5.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,293.34,239.93,93.49,40.08,0.0,3.81
890,FR-T98U-46,"HL Touring Frame - Blue, 46",Components,Touring Frames,Blue,46,2.96,Centimeter,T ,H ,U ,601.7437,1003.91,402.17,40.05,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,58,114,602.35,602.35,602.35,68667.44,0.0,0.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Normal,Margen_Medio,883.24,722.41,281.5,120.67,0.0,3.81
920,FR-M21S-52,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,Silver,52,3.04,Centimeter,M ,L ,U ,144.5938,264.05,119.46,45.23,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,159,425,158.43,158.43,158.43,67332.75,0.0,0.0,13.57,31.66,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,228.22,180.45,83.63,35.86,0.0,5.36
924,FR-M21B-42,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,42,2.92,Centimeter,M ,L ,U ,136.785,249.79,113.01,45.24,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,162,423,149.87,149.87,149.87,63396.7,0.0,0.0,13.57,31.67,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,215.89,170.68,79.1,33.9,0.0,5.37
895,FR-T67U-50,"LL Touring Frame - Blue, 50",Components,Touring Frames,Blue,50,3.1,Centimeter,T ,L ,U ,199.8519,333.42,133.57,40.06,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,126,316,200.05,200.05,200.05,63216.43,0.0,0.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,293.34,239.93,93.49,40.08,0.0,3.81
918,FR-M21S-44,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,44,2.96,Centimeter,M ,L ,U ,144.5938,264.05,119.46,45.23,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,159,371,158.43,158.43,158.43,58777.53,0.0,0.0,13.57,31.66,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,228.22,180.45,83.63,35.86,0.0,5.36
899,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Components,Touring Frames,Yellow,44,3.02,Centimeter,T ,L ,U ,199.8519,333.42,133.57,40.06,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,117,294,200.0,193.38,200.05,58699.39,0.01,2.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,293.34,239.93,93.49,40.08,0.0,3.81
716,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,Multi,XL,,,S ,,U ,38.4923,49.99,11.5,23.0,252,9700.06,12597.48,1,Stock_Alto,Comprado_Externo,0,3,4,695,1676,41.74,27.88,49.99,58127.87,0.01,2.0,6.9,16.1,6,4142.0,2011-05-31,,,2013-01-28,2014-06-30,Estrella,Margen_Bajo,46.54,41.94,8.05,3.45,12597.48,17.32
926,FR-M21B-48,"LL Mountain Frame - Black, 48",Components,Mountain Frames,Black,48,3.0,Centimeter,M ,L ,U ,136.785,249.79,113.01,45.24,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,164,386,149.87,149.87,149.87,57851.36,0.0,0.0,13.57,31.67,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,215.89,170.68,79.1,33.9,0.0,5.37
868,SH-W890-M,"Women's Mountain Shorts, M",Clothing,Shorts,Black,M,,,M ,,W ,26.1763,69.99,43.81,62.59,252,6596.43,17637.48,1,Stock_Alto,Comprado_Externo,0,3,4,681,1139,56.46,41.99,69.99,57685.76,0.0,0.0,18.78,43.81,4,4144.0,2013-05-30,,,2013-05-30,2014-06-28,Estrella,Margen_Alto,56.85,39.33,30.67,13.15,17637.48,23.19
887,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Components,Touring Frames,Yellow,46,2.96,Centimeter,T ,H ,U ,601.7437,1003.91,402.17,40.05,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,41,87,602.35,602.35,602.35,52404.1,0.0,0.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Normal,Margen_Medio,883.24,722.41,281.5,120.67,0.0,3.81
839,FR-R92B-48,"HL Road Frame - Black, 48",Components,Road Frames,Black,48,2.16,Centimeter,R ,H ,U ,868.6342,1431.5,562.87,39.32,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,26,61,858.9,858.9,858.9,52392.9,0.0,0.0,11.8,27.52,0,4476.0,2012-05-30,,,2013-05-30,2013-07-31,Normal,Margen_Medio,1262.58,1037.55,393.95,168.92,0.0,3.04
719,FR-R92R-48,"HL Road Frame - Red, 48",Components,Road Frames,Red,48,2.16,Centimeter,R ,H ,U ,868.6342,1431.5,562.87,39.32,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,23,61,858.9,858.9,858.9,52392.9,0.0,0.0,11.8,27.52,0,4476.0,2011-05-31,,,2013-05-30,2013-07-31,Normal,Margen_Medio,1262.58,1037.55,393.95,168.92,0.0,3.04
948,FB-9873,Front Brakes,Components,Brakes,Silver,,317.0,,,,,47.286,106.5,59.21,55.6,767,36268.36,81685.5,2,Stock_Alto,Comprado_Externo,1,375,500,266,789,63.88,61.77,63.9,50299.31,0.02,2.0,16.68,38.92,1,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,88.74,65.05,41.45,17.76,81685.5,13.01
888,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Components,Touring Frames,Yellow,50,3.0,Centimeter,T ,H ,U ,601.7437,1003.91,402.17,40.05,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,39,83,602.35,602.35,602.35,49994.72,0.0,0.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Normal,Margen_Medio,883.24,722.41,281.5,120.67,0.0,3.81
930,TI-M823,HL Mountain Tire,Accessories,Tires and Tubes,,,,,M ,H ,,13.09,35.0,21.91,62.6,499,6531.91,17465.0,2,Stock_Alto,Comprado_Externo,0,375,500,1396,1396,35.0,35.0,35.0,48860.0,0.0,0.0,18.78,43.82,2,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,28.43,19.66,15.34,6.57,17465.0,17.69
878,FE-6654,Fender Set - Mountain,Accessories,Fenders,,,,,M ,,,8.2205,21.98,13.76,62.6,108,887.81,2373.84,1,Stock_Medio,Comprado_Externo,0,3,4,2121,2121,21.98,21.98,21.98,46619.58,0.0,0.0,18.78,43.82,19,4142.0,2013-05-30,,,2013-05-31,2014-06-30,Estrella,Margen_Alto,17.85,12.35,9.63,4.13,2373.84,67.91
